borrowerid,borrowername,region,country,IQ_INDUSTRY_SECTOR,parent,parentticker,ticker,companyisprivate
7654,Inner Mongolia Daihai Electric Power Generation Co Ltd,,China,Utilities,Beijing State-owned Capital Operation & Management Co Ltd,,,
7655,Tianjin Tisco & Tpco Stainless Steel Co Ltd,,China,Materials,China Baowu Steel Group Corp Ltd,,,
7656,Shishi City Investment Construction Co Ltd,,China,Industrials,Shishi City Investment Construction Co Ltd,,,
7657,Chengdu Metro Co Ltd,,China,Industrials,Chengdu Rail Transit Group Co Ltd,,,
7658,Xinjiang Production & Construction Group 12th Farm Division State-owned Assets Operation Co Ltd,,China,Consumer Staples,Xinjiang Production & Construction Corps 12th Division State-owned Assets Operation (Group) Co Ltd,,,
7659,AutoTrust2015-3,,Japan,Industrials,ORIX Corp,,,
7660,Asahi Kasei Hebel Haus New Master Trust RMBS Series10 Senior Beneficial Interests,,Japan,Financials,Asahi Kasei Corp,,,
7661,Huangshan Urban City Construction & Investment Co Ltd,,China,Industrials,Huangshan Chengtou Group Co Ltd,,,
7662,Zhengzhou Heat Supply Corp,,China,Utilities,Zhengzhou Heat Supply Corp,,,
7663,Guangxi Yuchai Machinery Group Co Ltd,,China,Industrials,Guangxi Yuchai Machinery Group Co Ltd,,,
7664,Zhangzhou City Economic Development Co Ltd,,China,Real Estate,Zhangzhou City Economic Development Group Co Ltd,,,
7665,Shaoxing Village Reconsturction Investment Co Ltd,,China,Industrials,Shaoxing Village Reconsturction Investment Co Ltd,,,
7666,Hsin Chong Construction Group Ltd,,Hong Kong,Industrials,Hsin Chong Group Holdings Ltd,,,
7667,Jiangxi Rare Metals Tungsten Holdings Group Co Ltd,,China,Materials,Jiangxi Rare Metals Tungsten Holdings Group Co Ltd,,,
7668,Wuhan Langold Real Estate Co Ltd,,China,Real Estate,Langold Real Estate Co Ltd,,,
7669,Dengfeng Electricity Group Co Ltd,,China,Utilities,Dengfeng Electricity Group Co Ltd,,,
7670,Xinjiang Production & Construction Group 10th Division State-owned Assets Management Co Ltd,,China,Consumer Staples,Xinjiang Production & Construction Group 10th Division State-owned Assets Management Co Ltd,,,
7671,Jiangxi Jiangzhong Pharmaceutical (Group) Co Ltd,,China,Health Care,China Resources Co Ltd,,,
7672,Guangdong Hydropower Group Co Ltd,,China,Utilities,Guangdong No.2 Hydropower Engineering Co Ltd,,,
7673,Datong Coal Industry Co Ltd,,China,Materials,Shanxi State-owned Capital Operation Co Ltd,,,
7674,Gansu Construction Investment (Holdings) Group Corp,,China,Industrials,Gansu Construction Investment (Holdings) Group Corp,,,
7675,Jiangsu Suhua Group Corp Ltd,,China,Materials,Jiangsu Suhua Group Corp Ltd,,,
7676,Xinjiang Co-op Investment (Holding) Group Co Ltd,,China,Consumer Staples,Xinjiang Co-op Investment (Holding) Group Co Ltd,,,
7677,Xinyu City Yushui District Construction Investment Development Co,,China,Industrials,Xinyu City Yushui District Construction Investment Development Co,,,
7678,Shenyanh Dadong State-owned Asset Management Co Ltd,,China,Industrials,Shenyanh Dadong State-owned Asset Management Co Ltd,,,
7679,Agile Property Holdings Ltd,,China,Real Estate,Top Coast Investment Ltd,,,
7680,Buyang Group,,China,Industrials,Buyang Group,,,
7681,Shijiazhuang Yufeng Investment Development Co Ltd,,China,Industrials,Shijiazhuang Transportation Investment & Development Ltd Corp,,,
7682,Sichuan Railway Group Co Ltd,,China,Industrials,Sichuan Development Holding Co Ltd,,,
7683,HNA Airport Holding (Group) Co Ltd,,China,Industrials,Hainan Traffic Control Holding Co Ltd,,,
7684,NARI Group Corp,,China,Consumer Discretionary,State Grid Corp of China,,,
7685,Xintai Urban & Rural Development Co Ltd,,China,Industrials,Xintai Urban & Rural Development Co Ltd,,,
7686,Galuminium Group Co Ltd,,China,Materials,Galuminium Group Co Ltd,,,
7687,Baotou Science & Education Development Co Ltd,,China,Real Estate,Baotou Science & Education Development Co Ltd,,,
7688,Jiangxi Energy Group Corp,,China,Materials,Jiangxi Province Investment Group Co Ltd,,,
7689,Baotou Iron & Steel (Group) Co Ltd,,China,Materials,Baotou Iron & Steel (Group) Co Ltd,,,
7690,China Jingye Construction Engineering (Singapore) Pte Ltd,,Singapore,Industrials,Metallurgical Corp of China Ltd - MCC,,,
7691,Honda Finance Auto Credit Securitization Series 2,,Japan,Financials,Honda Motor Co Ltd,,,
7692,Zhongsheng (Dalian) Group Co Ltd,,China,Consumer Discretionary,Billion Great Corp Ltd,,,
7693,Shandong Homey Aquatic Development Co Ltd,,China,Consumer Staples,Shandong Homey Aquatic Development Co Ltd,,,
7694,Cambridge-MTN Pte Ltd,,Singapore,Real Estate,ESR Group Ltd,,,
7695,Beijing Orient Landscape & Ecology Co Ltd,,China,Consumer Staples,Beijing Orient Landscape & Environment Co Ltd,,,
7696,Chongqing Shipping Construction Development Co Ltd,,China,Utilities,Chongqing Shipping Construction Development Co Ltd,,,
7697,Xiamen ITG Holding Co Ltd,,China,Real Estate,Xiamen ITG Holding Group Co Ltd,,,
7698,LG N-Sys Inc,,South Korea,Consumer Discretionary,LG Corp,,,
7699,CPI Mengdong Energy Group Co Ltd,,China,Utilities,State Power Investment Corp Ltd,,,
7700,Xinjiang Qianhai Group Co,,China,Consumer Staples,Xinjiang Qianhai Group Co Ltd,,,
7701,EMOBILE Handset Installment Sales Receivables Securitization 2015-3,,Japan,Communication Services,SoftBank Group Corp,,,
7702,SoftBank Mobile Corp A mobile telephone terminal Credit Trust Series 2015-3,,Japan,Communication Services,SoftBank Group Corp,,,
7703,SBM Handset Installment Sales Receivables Securitization 2015-3,,Japan,Communication Services,SoftBank Group Corp,,,
7704,Huadong Medicine Co Ltd,,China,Health Care,Huadong Medicine Co Ltd,,,
7705,Beijing Hygeia Medical Technique Ltd Co,,China,Health Care,Beijing Hygeia Medical Technique Ltd Co,,,
7706,Xiangtan Electric Manufacturing Group Corp Ltd,,China,Industrials,Xiangtan Electric Manufacturing Group Corp Ltd,,,
7707,FSPG Hi-Tech Co Ltd,,China,Materials,Guangdong Guangxin Holdings Group Co Ltd,,,
7708,Sinostrong International Ltd,,China,Consumer Discretionary,Zhengzhou Yutong Group Co Ltd,,,
7709,Zhejiang Southeast Space Frame Co Ltd,,China,Industrials,Zhejiang Southeast Space Frame Co Ltd,,,
7710,Jiangsu Huaxi Group Corp,,China,Materials,Jiangsu Huaxi Group Corp,,,
7711,Sungwoo Hitech Co Ltd,,South Korea,Consumer Discretionary,Sungwoo Hitech Co Ltd,,,
7712,Rich Asia Steel pcl,,Thailand,Materials,Rich Asia Steel pcl,,,
7713,Jiangling Holding Co Ltd,,China,Consumer Discretionary,Jiangling Holding Co Ltd,,,
7714,Yiwu State-owned Capital Operation Center,,China,Consumer Discretionary,Yiwu State-owned Capital Operation Co Ltd,,,
7715,Jiangsu Sunshine Co Ltd,,China,Consumer Discretionary,Jiangsu Sunshine Co Ltd,,,
7716,Guangzhou Metro Corp,,China,Industrials,Guangzhou Metro Group Co Ltd,,,
7717,South Luzon Tollway Corp - SLTC,,Philippines,Industrials,San Miguel Corp,,,
7718,Jambatan Kedua Sdn Bhd,,Malaysia,Industrials,Jambatan Kedua Sdn Bhd,,,
7719,Jiangyin Ligang Electric Power Generation Co Ltd,,China,Utilities,Jiangyin Ligang Electric Power Generation Co Ltd,,,
7720,Sawai Pharmaceutical Co Ltd,,Japan,Health Care,Sawai Group Holdings Co Ltd,,,
7721,Zhoushan Port Group Ltd,,China,Industrials,Zhoushan Port Group Ltd,,,
7722,Caterpillar International Finance,,United States,Industrials,Caterpillar Inc,,,
7723,Express (BVI) 2015 Ltd,,China,Industrials,Guangzhou Communication Investment Group Co Ltd,,,
7724,GuangDong Advertising Co Ltd,,China,Industrials,Guangdong Advertising Group Co Ltd,,,
7725,Tri-ring Group Corp,,China,Consumer Discretionary,Tri-ring Group Co Ltd,,,
7726,Zhengzhou Coal Industry (Group) Co Ltd,,China,Materials,Zhengzhou Coal Industry (Group) Co Ltd,,,
7727,Global Logistic Properties Ltd,,China,Real Estate,GLP Pte Ltd,,,
7728,Yunnan Jiehua Clean Energy Development Co Ltd,,China,Materials,Yunnan Coal Chemical Industry Group Co Ltd,,,
7729,Benih Restu Sdn Bhd,,Malaysia,Industrials,Genting Bhd,,,
7730,China Railway Resources Group Co Ltd,,China,Materials,China Railway Group Ltd,,,
7731,Jinggong Holding Group Co Ltd,,China,Materials,Zhongjianxin Holdings Group Co Ltd,,,
7732,Banyan Tree Holdings Ltd,,Singapore,Consumer Discretionary,Banyan Tree Holdings Ltd,,,
7733,Kiwi Capital Funding Ltd,,New Zealand,Financials,New Zealand Post Ltd,,,
7734,Shanghai Haoyuan (Group) Co Ltd,,China,Consumer Staples,Shanghai Haoyuan (Group) Co Ltd,,,
7735,Shanghai Century Publishing Group,,China,Communication Services,Shanghai Century Publishing Group,,,
7736,Pangang Group Vanadium Titanium & Resources Co Ltd,,China,Materials,Ansteel Group Corp Ltd,,,
7737,Tianjin Lingang Industrial Area Construction Development Co Ltd,,China,Real Estate,Tianjin Lingang Construction Development Co Ltd,,,
7738,RCI Financial Services Ltd,,France,Financials,Renault,,,
7739,GCL-Poly Ltd,,China,Utilities,Asia Pacific Energy Fund,,,
7740,Sichuan Changhong Electric Co Ltd,,China,Consumer Discretionary,Sichuan Changhong Electric Co Ltd,,,
7741,Juhua Group Corp,,China,Materials,Juhua Group Co Ltd,,,
7742,Tianjin Huakan Group Co Ltd,,China,Materials,Tianjin Huakan Group Co Ltd,,,
7743,Ningbo Jintian Investment Holding Co Ltd,,China,Materials,Ningbo Jintian Investment Holding Co Ltd,,,
7744,Evergreen Group Co Ltd,,China,Industrials,Evergreen Group Co Ltd,,,
7745,eBest Investment & Securities Co Ltd,,South Korea,Financials,LS Corp,,,
7746,SDIC Xinji Energy Co Ltd,,China,Materials,China Coal Xinji Energy Co Ltd,,,
7747,Foshan Saturday Shoes Co Ltd,,China,Consumer Discretionary,Saturday Co Ltd,,,
7748,China Tianjin International Economic & Technical Cooperation Group Corp,,China,Materials,China Tianjin International Economic & Technical Cooperation Group Corp,,,
7749,Tangshan Caofeidian Shiye Port Co Ltd,,China,Industrials,Tangshan Caofeidian Shiye Port Co Ltd,,,
7750,Hanjiang Water Resources & Hydropower Group Co Ltd,,China,Utilities,Hanjiang Water Resources & Hydropower Group Co Ltd,,,
7751,Mapletree Industrial Trust,,Singapore,Real Estate,Temasek Holdings (Pte) Ltd,,,
7752,Chongqing Co-op Holdings (Group) Co Ltd,,China,Materials,Chongqing Co-op Holdings (Group) Co Ltd,,,
7753,China Construction Installation Engineering Co Ltd,,China,Industrials,China Construction Installation Group Co Ltd,,,
7754,Baosteel Metal Co Ltd,,China,Materials,China Baowu Steel Group Corp Ltd,,,
7755,Shanghai Qiangsheng Holdings Co Ltd,,China,Industrials,Donghao Lansheng (Group) Co Ltd,,,
7756,Quanzhou State-owned Asset Investment Management Co,,China,Industrials,Quanzhou Financial Holdings Group Co Ltd,,,
7757,China Nuclear Engineering & Construction Corp,,China,Industrials,China National Nuclear Corp,,,
7758,Liaoning Zhongwang Group Co Ltd,,China,Materials,Zhongwang International Group Ltd,,,
7759,Jiangsu Sanfangxiang Group Co Ltd,,China,Consumer Discretionary,Sanfangxiang Group Co Ltd,,,
7760,Taizhou China Medical City Assets Management Co Ltd,,China,Industrials,Taizhou China Medical City Assets Management Co Ltd,,,
7761,Fourteenth Metallurgical Construction Corp of China Nonferrous Metal Industry,,China,Industrials,Fourteenth Metallurgical Construction Corp of China Nonferrous Metal Industry,,,
7762,Dalian Puwan Engineering Project Management Co Ltd,,China,Industrials,Dalian Puwan Engineering Project Management Co Ltd,,,
7763,Henan Zhongfu Industry Co Ltd,,China,Materials,Maxon Ltd,,,
7764,Xiamen Port Development Co Ltd,,China,Industrials,Xiamen Port Holding Group Co Ltd,,,
7765,Loncin Holdings Ltd,,China,Consumer Discretionary,Loncin Group Co Ltd,,,
7766,DEXUS Wholesale Property Ltd,,Australia,Real Estate,Dexus Funds Management Ltd,,,
7767,Beijing Enterprises Water Capital Investment Ltd,,China,Utilities,Beijing Enterprises Group Co Ltd,,,
7768,Far East Holding Group Co Ltd,,China,Consumer Discretionary,Far East Holding Group Co Ltd,,,
7769,Hyundai Engineering & Steel Industries Co Ltd,,South Korea,Industrials,Hyundai Motor Co,,,
7770,Tianjin Expressway Group Co Ltd,,China,Industrials,Tianjin Expressway Group Co Ltd,,,
7771,Fujian Provincial Expressway Co Ltd,,China,Industrials,Fujian Expressway Group Co Ltd,,,
7772,Shandong Tengjian Investment Group Co Ltd,,China,Industrials,Shandong Tengjian Investment Group Co Ltd,,,
7773,Harbin Industrial Investment Group Co Ltd,,China,noinfo,Harbin Industrial Investment Group Co Ltd,,,
7774,China National Water Resources & Electric Power Materials & Equipment Co Ltd,,China,Materials,China Datang Corp Ltd,,,
7775,ENN Ecological Holdings Co Ltd,,China,Materials,ENN Natural Gas Co Ltd,,,
7776,Inner Mongolia Junzheng Energy & Chemical Industry Co Ltd,,China,Utilities,Inner Mongolia Junzheng Energy & Chemical Group Co Ltd,,,
7777,Haikou Meilan International Airport Investment Ltd,,China,Industrials,Haikou Meilan International Airport Co Ltd,,,
7778,Guizhou Kailin Group Co Ltd,,China,Materials,Guizhou Kailin Group Co Ltd,,,
7779,Henan Billions Chemicals Co Ltd,,China,Materials,LB Group Co Ltd,,,
7780,Haihang Commercial Holding Co Ltd,,China,noinfo,Hainan Traffic Control Holding Co Ltd,,,
7781,Coca-Cola West Co Ltd,,Japan,Consumer Staples,Coca-Cola Bottlers Japan Holdings Inc,,,
7782,Hubei Chutian Expressway Co Ltd,,China,Industrials,Hubei Chutian Smart Communication Co Ltd,,,
7783,China Xinxing Corp (Group),,China,Industrials,China General Technology (Group) Holding Ltd,,,
7784,Zeon Corp,,Japan,Consumer Discretionary,Zeon Corp,,,
7785,Sky Perfect JSAT Holdings Inc,,Japan,Communication Services,Sky Perfect JSAT Holdings Inc,,,
7786,Anritsu Corp,,Japan,Consumer Discretionary,Anritsu Corp,,,
7787,Grand Sepadu (NK) Sdn Bhd,,Malaysia,Industrials,LGB Group (HK) Ltd,,,
7788,Hyundai Mipo Dockyard Co Ltd,,South Korea,Industrials,Hyundai Mipo Dockyard Co Ltd,,,
7789,NGCP,,Philippines,Utilities,NGCP,,,
7790,Bohai General Capital Ltd,,China,Materials,Bohai Steel Group Co Ltd,,,
7791,Caterpillar Financial Services Corp,,United States,Financials,Caterpillar Inc,,,
7792,Yanzhou Huimin Urban Construction & Investment Co Ltd,,China,Industrials,Jining Yanzhou Urban Construction & Investment Co Ltd,,,
7793,BlueFocus Communication Group Co Ltd,,China,Industrials,Bluefocus Intelligent Communications Group Co Ltd,,,
7794,Start Plus Investments Ltd,,China,Real Estate,Financial Street Holdings Co Ltd,,,
7795,CW Advanced Technologies Pte Ltd,,Singapore,Industrials,CW Group Holdings Ltd,,,
7796,Shandong Longlive Bio-Technology Co Ltd,,China,Consumer Staples,Shandong Longlive Bio-Technology Co Ltd,,,
7797,Xinjiang Nongzi (Group) Co Ltd,,China,Materials,Xinjiang Co-op Investment (Holding) Group Co Ltd,,,
7798,Hefei Industrial Investment Holdings Co Ltd,,China,Real Estate,Hefei Industry Investment Holding (Group) Co Ltd,,,
7799,Guilin Sanjin Group Co Ltd,,China,Health Care,Guilin Jinke Venture Capital Co Ltd,,,
7800,Guangzhou Vanlead Group Co Ltd,,China,Consumer Discretionary,Guangzhou Vanlead Group Co Ltd,,,
7801,Maxis Bhd,,Malaysia,Communication Services,Binariang GSM Sdn Bhd,,,
7802,Anhui Province State-owned Assets Operations Co Ltd,,China,Industrials,Anhui Province State-owned Assets Operations Co Ltd,,,
7803,Guangdong Baolihua New Energy Stock Co Ltd,,China,Utilities,Guangdong Baolihua New Energy Stock Co Ltd,,,
7804,Maeil Dairies Co Ltd (pre-2015),,South Korea,Consumer Staples,Maeil Holdings Co Ltd,,,
7805,Hubei Kaile Science & Technology Co Ltd,,China,Consumer Discretionary,Hubei Kaile Science & Technology Co Ltd,,,
7806,Changsha Tongtu Road Construction Investment Co Ltd,,China,Industrials,Changsha Tongtu Road Construction Investment Co Ltd,,,
7807,Jiangsu Shuangliang Technology Co Ltd,,China,Industrials,Jiangsu Shuangliang Technology Co Ltd,,,
7808,Jinan Licheng State-owned Asset Management Co Ltd,,China,Industrials,Jinan Licheng State-owned Asset Management Co Ltd,,,
7809,Yingda International Leasing Co Ltd,,China,Financials,State Grid Corp of China,,,
7810,Ningbo Supply & Marketing Group Co Ltd,,China,Consumer Discretionary,Ningbo Supply & Marketing Group Co Ltd,,,
7811,Tangshan Jidong Concrete Co Ltd,,China,Industrials,BBMG Corp,,,
7812,Wuhan Kingold Jewelry Co Ltd,,China,Consumer Discretionary,Kingold Jewelry Inc,,,
7813,Penglai Pavilion Cultural Tourism Group Co Ltd,,China,Industrials,Penglai Pavilion Cultural Tourism Group Co Ltd,,,
7814,Yunnan Logistics Industry Group Co Ltd,,China,Industrials,Yunnan Logistics Industry Group Co Ltd,,,
7815,Hunan Gold Corp Ltd,,China,Materials,Hunan Gold Corp Ltd,,,
7816,Bavarian Sky China 2015-1 Retail Auto Mortgage Loan Securitization,,China,Financials,BMW,,,
7817,Datong Coal Mine Group Xuangang Coal & Electricity Co Ltd,,China,Materials,Shanxi State-owned Capital Operation Co Ltd,,,
7818,Chongqing Sokon Holding Co Ltd,,China,noinfo,Chongqing Sokon Holding Co Ltd,,,
7819,Shanxi Coal International Energy Group Co Ltd,,China,Materials,Shanxi Coal Import & Export Group Corp Ltd,,,
7820,Xian Construction Engineering (Group) Co Ltd,,China,Industrials,Greenland Holdings Group Corp Ltd,,,
7821,Wuzhou International Holdings Ltd,,China,Real Estate,Boom Win Holdings Ltd,,,
7822,Xinjiang Qingsong Building Materials & Chemicals (Group) Co Ltd,,China,Industrials,Xinjiang Qingsong Building Materials & Chemicals (Group) Co Ltd,,,
7823,Beyondsoft Corp,,China,Consumer Discretionary,Beyondsoft Corp,,,
7824,Jiaxing Investment & Industrial Co Ltd,,China,Materials,Jiaxing Investment & Industrial Co Ltd,,,
7825,Zhangjiajie Wulingyuan Tourism Industry Development Co Ltd,,China,Industrials,Zhangjiajie Wulingyuan Tourism Industry Development Co Ltd,,,
7826,ORG Packaging Co Ltd,,China,Materials,ORG Technology Co Ltd,,,
7827,Warehouse Group Ltd,,New Zealand,Consumer Discretionary,Warehouse Group Ltd,,,
7828,Shenzhen MTC Co Ltd,,China,Consumer Discretionary,Shenzhen MTC Co Ltd,,,
7829,Beijing Urban-Rural Trade Centre Co Ltd,,China,Real Estate,FESCO Group Co Ltd,,,
7830,SeAH Special Steel Co Ltd,,South Korea,Materials,Seah Holdings Corp,,,
7831,PT Modernland Realty Tbk,,Indonesia,Real Estate,PT Modernland Realty Tbk,,,
7832,Zhejiang Xinao Industrial Co Ltd,,China,Consumer Discretionary,Zhejiang Xinao Industrial Co Ltd,,,
7833,Guizhou Beipanjiang Power Co Ltd,,China,Utilities,Guizhou Qianyuan Power Co Ltd,,,
7834,China National Postal & Telecommunications Appliances Corp,,China,Consumer Discretionary,China General Technology (Group) Holding Ltd,,,
7835,Camel Group Co Ltd,,China,Consumer Discretionary,Camel Group Co Ltd,,,
7836,Hangzhou Iron & Steel Group Co,,China,Materials,Hangzhou Iron & Steel Group Co Ltd,,,
7837,Guodian Jiangsu Power Co Ltd,,China,Utilities,GD Power Development Co Ltd,,,
7838,WA Stockwell Pty Ltd,,Australia,Real Estate,WA Stockwell Pty Ltd,,,
7839,Sichuan Tieqilishi Industrial Co Ltd,,China,Consumer Staples,Sichuan Tieqilishi Industrial Co Ltd,,,
7840,Seventh Metallurgical Construction Corp Ltd,,China,Industrials,Seventh Metallurgical Construction Corp Ltd,,,
7841,Logan Jiye Group Co Ltd,,China,Industrials,Logan Jiye Group Co Ltd,,,
7842,Mudanjiang New District City Investment Co Ltd,,China,Industrials,Mudanjiang New District City Investment Co Ltd,,,
7843,Nuclear Power Qinshan Joint Venture Co Ltd,,China,Utilities,Nuclear Power Qinshan Joint Venture Co Ltd,,,
7844,Tianjin SERI Machinery Equipment Co Ltd,,China,Industrials,Tianjin SERI Machinery Equipment Co Ltd,,,
7845,Shenyang Municipal Group Co Ltd,,China,Industrials,Shenyang Municipal Group Co Ltd,,,
7846,Beijing Hainachuan Automotive Parts Co Ltd,,China,Consumer Discretionary,Beijing State-owned Capital Operation & Management Co Ltd,,,
7847,Jiangsu Kangde Xin Composite Material Co Ltd,,China,Materials,Kangde Xin Composite Material Group Co Ltd,,,
7848,Bros Eastern Co Ltd,,China,Consumer Discretionary,Bros Eastern Co Ltd,,,
7849,Straits Publishing & Distributing Group Co Ltd,,China,Communication Services,Straits Publishing & Distributing Group Co Ltd,,,
7850,Jiangxi Changyun Co Ltd,,China,Industrials,Jiangxi Changyun Co Ltd,,,
7851,China National Building Materials & Equipment Import & Export Corp,,China,Industrials,China National Building Material Group Co Ltd,,,
7852,Wuhan Iron & Steel Co Ltd,,China,Materials,China Baowu Steel Group Corp Ltd,,,
7853,Guizhou Qiangui Power Generation Co Ltd,,China,Utilities,Guangxi Investment (Group) Co Ltd,,,
7854,Baota Petrochemical Group Co Ltd,,China,Materials,Baota Petrochemical Group Co Ltd,,,
7855,Taicang Harbour Golden Concord Electric-Power Generation Co Ltd,,China,Utilities,Taicang Harbour Golden Concord Electric-Power Generation Co Ltd,,,
7856,Shangdong Wangchao Coal & Electric Group Co Ltd,,China,Materials,Shangdong Wangchao Coal & Electric Group Co Ltd,,,
7857,Beingmate Group Co Ltd,,China,Consumer Staples,Beingmate Group Co Ltd,,,
7858,China Dalian International Cooperation (Group) Holdings Ltd,,China,Consumer Discretionary,CGN Nuclear Technology Development Co Ltd,,,
7859,Tianjin Motimo Membrane Technology Co Ltd,,China,Industrials,Tianjin Motimo Membrane Technology Co Ltd,,,
7860,Nam Cheong Ltd,,Malaysia,Industrials,Nam Cheong Ltd,,,
7861,Jidong Development Group Co Ltd,,China,Industrials,BBMG Corp,,,
7862,Roxy-Pacific Holdings Ltd,,Singapore,Real Estate,TKL & Family Pte Ltd,,,
7863,PT Agung Podomoro Land Tbk,,Indonesia,Real Estate,PT Agung Podomoro Land Tbk,,,
7864,Beijing Bashi Media Co Ltd,,China,Industrials,Beijing Public Transport Holdings (Group) Ltd,,,
7865,Longyan Huijin Asset Management Development Co Ltd,,China,Real Estate,Longyan Huijin Development Group Co Ltd,,,
7866,Shaanxi Dongling Industrial & Trade Group Holding Co Ltd,,China,Industrials,Shaanxi Dongling Industrial & Trade Group Holding Co Ltd,,,
7867,Fujitsu Ltd,,Japan,Consumer Discretionary,Fujitsu Ltd,,,
7868,Telkom Indonesia (Persero),,Indonesia,Industrials,Telkom Indonesia (Persero),,,
7869,PT Greenwood Sejahtera Tbk,,Indonesia,Real Estate,PT Greenwood Sejahtera Tbk,,,
7870,Sari Roti,,Indonesia,Consumer Staples,Sari Roti,,,
7871,PT Brantas Abipraya (Persero),,Indonesia,Industrials,PT Brantas Abipraya (Persero),,,
7872,PT Panorama Sentrawisata Tbk,,Indonesia,Consumer Discretionary,PT Panorama Sentrawisata Tbk,,,
7873,China City Construction Holding Group Co Ltd,,China,Industrials,China City Construction Holding Group Co Ltd,,,
7874,AVIC International Holdings Ltd,,China,Consumer Discretionary,Aviation Industry Corp of China Ltd (AVIC),,,
7875,Nanjing Business & Tourism Development Group Co Ltd,,China,Consumer Discretionary,Nanjing State-owned Assets Investment Management Holdings (Group) Co Ltd,,,
7876,Boom Up Investments Ltd,,China,noinfo,China Minsheng Investment Corp,,,
7877,Fulida Group Holding Co Ltd,,China,Consumer Discretionary,Fulida Group Holding Co Ltd,,,
7878,Religare Health Trust,,Singapore,Health Care,Fortis Healthcare Ltd,,,
7879,Emei Shan Tourism Co Ltd,,China,Industrials,Emei Shan Tourism Co Ltd,,,
7880,Chongqing Iron & Steel Group Mining Co Ltd,,China,Materials,Chongqing Yufu Capital Operation Group Co Ltd,,,
7881,Fujian Dongbai (Group) Co Ltd,,China,Consumer Discretionary,Fujian Fengqi Investment Co Ltd,,,
7882,Huafang Pharmaceutical Technology Co Ltd,,China,Health Care,Holley Group Co Ltd,,,
7883,Jushi Group Co Ltd,,China,Consumer Discretionary,China Jushi Co Ltd,,,
7884,Shanghai City Shenjiang Construction & Investment (Group) Co Ltd,,China,Industrials,Shanghai City Shenjiang Construction & Investment (Group) Co Ltd,,,
7885,Huchems Fine Chemical Corp,,South Korea,Materials,TKG Huchems Co Ltd,,,
7886,Driver China Two 2015-1,,China,Financials,Porsche Automobil Holding SE,,,
7887,Shanghai Datun Energy Resources Co Ltd,,China,Materials,China National Coal Group Corp,,,
7888,Runyuan 2015-1 Credit ABS,,China,Financials,China Resources Co Ltd,,,
7889,Rosy Capital Global Ltd,,China,Real Estate,Beijing Capital Group Co Ltd,,,
7890,Asian Seafoods Coldstorage pcl,,Thailand,Consumer Staples,Asian Sea Corp pcl,,,
7891,GCL-Poly (Suzhou) New Energy Ltd,,China,Consumer Discretionary,GCL Technology Holdings Ltd,,,
7892,Guangdong Salt Industry Group Co Ltd,,China,Materials,Guangdong Salt Industry Group Co Ltd,,,
7893,Dalian State-owned Resources Investment Group Co Ltd,,China,Materials,Dalian State-owned Resources Investment Group Co Ltd,,,
7894,Asahi Kasei Hebel Haus New Master Trust RMBS Series11 Senior Beneficial Interests,,Japan,Financials,Asahi Kasei Corp,,,
7895,SBM Handset Installment Sales Receivables Securitization 2015-6,,Japan,Communication Services,SoftBank Group Corp,,,
7896,SoftBank Mobile Corp A mobile telephone terminal Credit Trust Series 2015-6,,Japan,Communication Services,SoftBank Group Corp,,,
7897,Fujian Shipbuilding Industry Group Co Ltd,,China,Industrials,Fujian Shipbuilding Industry Group Co Ltd,,,
7898,Binzhou City Construction Investment Management Co Ltd,,China,Industrials,Binzhou City Construction Investment Management Co Ltd,,,
7899,AVIC Engine Holdings Ltd,,China,Industrials,AVIC Engine Holdings Ltd,,,
7900,China Merchants Finance Co Ltd,,China,Industrials,China Merchants Group Ltd,,,
7901,Jiangxi Copper Corp,,China,Materials,Jiangxi State-owned Capital Operation Holding Group Co Ltd,,,
7902,Lu'an Xinjiang Coal Chemical Industry (Group) Co Ltd,,China,Materials,Shanxi State-owned Capital Operation Co Ltd,,,
7903,Puyang Refractories Group Co Ltd,,China,Industrials,Puyang Refractories Group Co Ltd,,,
7904,Huzhou Municipal Construction Investment Group,,China,noinfo,Huzhou City Investment Development Group Co Ltd,,,
7905,Inner Mongolia Mining Industry Group Co Ltd,,China,Materials,Shandong Energy Group Co Ltd,,,
7906,People's Good House Construction Investment Development Co Ltd,,China,Real Estate,People's Good House Construction Investment Development Co Ltd,,,
7907,Ezion Holdings Ltd,,Singapore,Energy,Ezion Holdings Ltd,,,
7908,Hebei Publishing & Media Group Ltd,,China,Communication Services,Hebei Publishing & Media Group Ltd,,,
7909,Yibin Tianyuan Group Co Ltd,,China,Materials,Yibin Tianyuan Group Co Ltd,,,
7910,Yanggu Xiangguang Copper Co Ltd,,China,Materials,GMK Holdings Co Ltd,,,
7911,Meihua Holdings Group Co Ltd,,China,Materials,Meihua Holdings Group Co Ltd,,,
7912,FBG Treasury (Aust) Pty Ltd,,Australia,Consumer Staples,Anheuser-Busch InBev,,,
7913,Tewoo Group Finance No1 Ltd,,China,Materials,Tewoo Group Co Ltd,,,
7914,Hangzhou Hangyang Co Ltd,,China,Materials,Hangzhou State-owned Capital Investment Management Co Ltd,,,
7915,Commercial Aircraft Corp of China Ltd,,China,Industrials,Commercial Aircraft Corp of China Ltd,,,
7916,Anhui Wanwei Updated High-tech Material Industry Co Ltd,,China,Materials,Anhui Wanwei Updated High-tech Material Industry Co Ltd,,,
